station1,station2,distance
Lake Shore Dr & Monroe St,Paulina St & Diversey Pkwy,5.787
Lake Shore Dr & Monroe St,Michigan Ave & 14th St,1.485
Lake Shore Dr & Monroe St,May St & Cullerton St,4.051
Lake Shore Dr & Monroe St,Mies van der Rohe Way & Chicago Ave,1.61
Lake Shore Dr & Monroe St,Wells St & Polk St,1.414
Lake Shore Dr & Monroe St,Theater on the Lake,3.492
Lake Shore Dr & Monroe St,State St & 19th St,2.433
Lake Shore Dr & Monroe St,Martin Luther King Dr & Oakwood Blvd,4.614
Lake Shore Dr & Monroe St,State St & 35th St,4.162
Lake Shore Dr & Monroe St,Stave St & Armitage Ave,6.314
Lake Shore Dr & Monroe St,Ogden Ave & Race Ave,3.258
Lake Shore Dr & Monroe St,Southport Ave & Wrightwood Ave,5.434
Lake Shore Dr & Monroe St,State St & 29th St,3.408
Lake Shore Dr & Monroe St,State St & Wacker Dr,1.335
Lake Shore Dr & Monroe St,Michigan Ave & Madison St,0.485
Lake Shore Dr & Monroe St,Wabash Ave & Grand Ave,1.526
Lake Shore Dr & Monroe St,Western Ave & 21st St,5.255
Lake Shore Dr & Monroe St,Prairie Ave & Garfield Blvd,6.508
Lake Shore Dr & Monroe St,Paulina St & 18th St,4.186
Lake Shore Dr & Monroe St,Normal Ave & Archer Ave,3.013
Lake Shore Dr & Monroe St,St Clair St & Erie St,1.492
Lake Shore Dr & Monroe St,Wells St & Ohio St,2.115
Lake Shore Dr & Monroe St,Leavitt St & North Ave,5.678
Lake Shore Dr & Monroe St,May St & Fulton St,2.42
Lake Shore Dr & Monroe St,Wells St & 19th St,2.517
Lake Shore Dr & Monroe St,Milwaukee Ave & Rockwell St,6.457
Lake Shore Dr & Monroe St,Racine Ave & Belmont Ave,5.673
Lake Shore Dr & Monroe St,Southport Ave & Waveland Ave,6.287
Lake Shore Dr & Monroe St,Southport Ave & Roscoe St,6.195
Lake Shore Dr & Monroe St,Lincoln Ave & Roscoe St,6.21
Lake Shore Dr & Monroe St,Sheridan Rd & Montrose Ave,6.648
Lake Shore Dr & Monroe St,Pine Grove Ave & Addison St,5.424
Lake Shore Dr & Monroe St,Sangamon St & Washington Blvd,2.014
Lake Shore Dr & Monroe St,Sedgwick St & Schiller St,3.652
Lake Shore Dr & Monroe St,Martin Luther King Dr & 29th St,3.725
Lake Shore Dr & Monroe St,Ravenswood Ave & Montrose Ave,7.675
Lake Shore Dr & Monroe St,Western Ave & Leland Ave,8.821
Lake Shore Dr & Monroe St,Sheridan Rd & Irving Park Rd,6.186
Lake Shore Dr & Monroe St,Morgan St & Polk St,2.933
Lake Shore Dr & Monroe St,Lincoln Ave & Leavitt St,8.238
Lake Shore Dr & Monroe St,Ravenswood Ave & Irving Park Rd,7.199
Lake Shore Dr & Monroe St,Shore Drive & 55th St,6.76
Lake Shore Dr & Monroe St,Woodlawn Ave & 55th St,6.641
Lake Shore Dr & Monroe St,Montrose Harbor,6.578
Lake Shore Dr & Monroe St,Pine Grove Ave & Irving Park Rd,5.85
Lake Shore Dr & Monroe St,Lincoln Ave & Waveland Ave,6.569
Lake Shore Dr & Monroe St,Logan Blvd & Elston Ave,6.467
Lake Shore Dr & Monroe St,Rhodes Ave & 32nd St,3.43
Lake Shore Dr & Monroe St,Stetson Ave & South Water St,0.707
Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,2.711
Lake Shore Dr & Monroe St,Michigan Ave & 18th St,1.913
Lake Shore Dr & Monroe St,Racine Ave & 15th St,3.308
Lake Shore Dr & Monroe St,Wallace Ave & 35th St,4.963
Lake Shore Dr & Monroe St,Morgan St & 31st St,4.245
Lake Shore Dr & Monroe St,Western Ave & 24th St,5.633
Lake Shore Dr & Monroe St,Michigan Ave & Jackson Blvd,0.842
Lake Shore Dr & Monroe St,Wood St & Grand Ave,3.864
Lake Shore Dr & Monroe St,Larrabee St & Armitage Ave,4.139
Lake Shore Dr & Monroe St,Wells St & Concord Ln,3.282
Lake Shore Dr & Monroe St,Wells St & Evergreen Ave,3.705
Lake Shore Dr & Monroe St,Southport Ave & Clark St,6.871
Lake Shore Dr & Monroe St,Paulina St & Montrose Ave,7.535
Lake Shore Dr & Monroe St,Lincoln Ave & Belle Plaine Ave,7.6
Lake Shore Dr & Monroe St,Sheffield Ave & Wrightwood Ave,4.796
Lake Shore Dr & Monroe St,Western Ave & Division St,6.429
Lake Shore Dr & Monroe St,Sheridan Rd & Buena Ave,6.329
Lake Shore Dr & Monroe St,Southport Ave & Clybourn Ave,4.968
Lake Shore Dr & Monroe St,Seeley Ave & Roscoe St,6.668
Lake Shore Dr & Monroe St,Leavitt St & Armitage Ave,5.979
Lake Shore Dr & Monroe St,Lincoln Ave & Eastwood Ave,8.376
Lake Shore Dr & Monroe St,Lakeview Ave & Fullerton Pkwy,3.939
Lake Shore Dr & Monroe St,Ravenswood Ave & Berteau Ave,7.402
Lake Shore Dr & Monroe St,Leavitt St & Hirsch St,5.941
Lake Shore Dr & Monroe St,Wood St & Taylor St,3.844
Lake Shore Dr & Monroe St,Southport Ave & Irving Park Rd,6.686
Lake Shore Dr & Monroe St,Loomis St & Lexington St,3.532
Lake Shore Dr & Monroe St,Wabash Ave & 8th St,1.629
Lake Shore Dr & Monroe St,Sheridan Rd & Lawrence Ave,7.103
Lake Shore Dr & Monroe St,Stockton Dr & Wrightwood Ave,4.243
Lake Shore Dr & Monroe St,Sheffield Ave & Webster Ave,4.934
Lake Shore Dr & Monroe St,Lincoln Ave & Addison St,6.349
Lake Shore Dr & Monroe St,Wolcott Ave & Polk St,4.086
Lake Shore Dr & Monroe St,Racine Ave & Wrightwood Ave,5.188
Lake Shore Dr & Monroe St,Wolcott Ave & Lawrence Ave,8.288
Clinton St & Madison St,State St & Harrison St,1.226
Clinton St & Madison St,Wilton Ave & Diversey Pkwy,5.376
Clinton St & Madison St,Morgan St & 18th St,2.167
Clinton St & Madison St,Racine Ave & 18th St,2.426
Clinton St & Madison St,Wood St & North Ave,3.322
Clinton St & Madison St,Wood St & Division St,2.854
Clinton St & Madison St,Loomis St & Taylor St,1.86
Clinton St & Madison St,Sheffield Ave & Kingsbury St,3.567
Clinton St & Madison St,May St & Taylor St,1.576
Clinton St & Madison St,Orleans St & Elm St,1.899
Clinton St & Madison St,Fairbanks Ct & Grand Ave,1.856
Clinton St & Madison St,Michigan Ave & Pearson St,2.154
Clinton St & Madison St,McClurg Ct & Illinois St,1.931
Clinton St & Madison St,Larrabee St & North Ave,2.88
Clinton St & Madison St,Larrabee St & Menomonee St,3.088
Clinton St & Madison St,Noble St & Milwaukee Ave,2.298
Clinton St & Madison St,Franklin St & Chicago Ave,1.805
Clinton St & Madison St,Racine Ave & Congress Pkwy,1.287
Clinton St & Madison St,State St & Van Buren St,1.368
Clinton St & Madison St,Streeter Dr & Illinois St,2.194
Clinton St & Madison St,Franklin St & Jackson Blvd,1.025
Clinton St & Madison St,Dearborn St & Adams St,0
Clinton St & Madison St,Wabash Ave & Cermak Rd,2.742
Clinton St & Madison St,Michigan Ave & Washington St,1.654
Clinton St & Madison St,State St & Randolph St,1.282
Clinton St & Madison St,Michigan Ave & Congress Pkwy,1.261
Clinton St & Madison St,Wells St & Walton St,1.945
Clinton St & Madison St,State St & Kinzie St,1.336
Clinton St & Madison St,Larrabee St & Kingsbury St,1.909
Clinton St & Madison St,Dearborn St & Monroe St,0.721
Clinton St & Madison St,Michigan Ave & Lake St,1.526
Clinton St & Madison St,Wells St & Erie St,1.542
Clinton St & Madison St,Ogden Ave & Chicago Ave,1.761
Clinton St & Madison St,Halsted St & James M Rochford St,1.389
Clinton St & Madison St,Desplaines St & Kinzie St,0.964
Clinton St & Madison St,Clinton St & Roosevelt Rd,1.281
Clinton St & Madison St,Wabash Ave & Roosevelt Rd,1.777
Clinton St & Madison St,Dayton St & North Ave,3.678
Clinton St & Madison St,Wood St & Milwaukee Ave,2.978
Clinton St & Madison St,McCormick Place,3.287
Clinton St & Madison St,Sheffield Ave & Fullerton Ave,3.845
Clinton St & Madison St,Clinton St & Tilden St,0.529
Clinton St & Madison St,Damen Ave & Pierce Ave,3.525
Clinton St & Madison St,Morgan St & Lake St,1.19
Clinton St & Madison St,State St & 16th St,2.201
Clinton St & Madison St,Jefferson St & Monroe St,0.647
Clinton St & Madison St,Kingsbury St & Erie St,1.578
Clinton St & Madison St,Lake Shore Dr & Monroe St,1.303
Clinton St & Madison St,Daley Center Plaza,1.417
Clinton St & Madison St,Green St & Milwaukee Ave,1.308
Clinton St & Madison St,Michigan Ave & Oak St,3.876
Clinton St & Madison St,Eckhart Park,2.03
Clinton St & Madison St,Racine Ave & Fullerton Ave,4.572
Clinton St & Madison St,May St & Randolph St,1.273
Clinton St & Madison St,Millennium Park,0.957
Clinton St & Madison St,Clinton St & Washington Blvd,0.565
Clinton St & Madison St,Sheffield Ave & Willow St,3.689
Clinton St & Madison St,Lincoln Ave & Armitage Ave,3.293
Clinton St & Madison St,Museum Campus,2.245
Clinton St & Madison St,LaSalle St & Washington St,0.758
Clinton St & Madison St,Lake Shore Dr & Ohio St,2.186
Clinton St & Madison St,Orleans St & Merchandise Mart Plaza,0.868
Clinton St & Madison St,State St & Pearson St,1.947
Clinton St & Madison St,Halsted St & Polk St,1.017
Clinton St & Madison St,State St & Erie St,1.657
Clinton St & Madison St,Sedgwick St & Huron St,1.4
Clinton St & Madison St,Green St & Randolph St,0.914
Clinton St & Madison St,Sheffield Ave & Addison St,6.336
Clinton St & Madison St,Sheffield Ave & Wellington Ave,5.575
Clinton St & Madison St,Western Ave & Winnebago Ave,3.932
Clinton St & Madison St,Wilton Ave & Belmont Ave,6.108
Clinton St & Madison St,Sedgwick St & North Ave,2.962
Clinton St & Madison St,Wentworth Ave & Archer Ave,2.328
Clinton St & Madison St,Congress Pkwy & Ogden Ave,2.285
Clinton St & Madison St,Damen Ave & Cullerton St,3.657
Clinton St & Madison St,Lincoln Ave & Fullerton Ave,3.62
Clinton St & Madison St,Damen Ave & Chicago Ave,2.868
Clinton St & Madison St,Damen Ave & Division St,3.071
Clinton St & Madison St,Lincoln Ave & Belmont Ave,5.086
Clinton St & Madison St,Wentworth Ave & 24th St,2.669
Clinton St & Madison St,Peoria St & Jackson Blvd,0.695
Clinton St & Madison St,Halsted St & 21st St,2.468
Clinton St & Madison St,Racine Ave & 13th St,1.956
Clinton St & Madison St,Morgan Ave & 14th Pl,1.869
Clinton St & Madison St,Clybourn Ave & Division St,2.551
Clinton St & Madison St,Dearborn Pkwy & Delaware Pl,1.944
Clinton St & Madison St,Sedgwick St & Webster Ave,3.468
Clinton St & Madison St,Larrabee St & Webster Ave,3.65
Clinton St & Madison St,Loomis St & Jackson Blvd,1.302
Clinton St & Madison St,Indiana Ave & 26th St,3.414
Clinton St & Madison St,State St & 33rd St,4.452
Clinton St & Madison St,Fort Dearborn Dr & 31st St,4.229
Clinton St & Madison St,Lincoln Ave & Diversey Pkwy,5.075
Clinton St & Madison St,Southport Ave & Wellington Ave,5.436
Clinton St & Madison St,Southport Ave & Belmont Ave,5.329
Clinton St & Madison St,Lake Shore Dr & Wellington Ave,5.535
Clinton St & Madison St,Milwaukee Ave & Wabansia Ave,3.539
Clinton St & Madison St,Damen Ave & Wellington Ave,5.021
Clinton St & Madison St,Paulina St & Diversey Pkwy,4.72
Clinton St & Madison St,Franklin St & Lake St,0.737
Clinton St & Madison St,Damen Ave & Coulter St,3.938
Clinton St & Madison St,Michigan Ave & 14th St,2.095
Clinton St & Madison St,May St & Cullerton St,3.084
Clinton St & Madison St,Mies van der Rohe Way & Chicago Ave,2.199
Clinton St & Madison St,Wells St & Polk St,1.02
Clinton St & Madison St,Theater on the Lake,4.126
Clinton St & Madison St,State St & 19th St,2.395
Clinton St & Madison St,Martin Luther King Dr & Oakwood Blvd,5.779
Clinton St & Madison St,LaSalle St & Illinois St,1.253
Clinton St & Madison St,Damen Ave & Augusta Blvd,3.328
Clinton St & Madison St,State St & 35th St,4.65
Clinton St & Madison St,Stave St & Armitage Ave,4.186
Clinton St & Madison St,Ogden Ave & Race Ave,2.068
Clinton St & Madison St,Greenview Ave & Fullerton Ave,4.187
Clinton St & Madison St,Southport Ave & Wrightwood Ave,4.564
Clinton St & Madison St,State St & 29th St,3.455
Clinton St & Madison St,State St & Wacker Dr,1.17
Clinton St & Madison St,Columbus Dr & Randolph St,1.745
Clinton St & Madison St,Michigan Ave & Madison St,1.068
Clinton St & Madison St,Halsted St & Madison St,0.675
Clinton St & Madison St,Wabash Ave & Grand Ave,1.747
Clinton St & Madison St,King Dr & 47th St,6.811
Clinton St & Madison St,Indiana Ave & 40th St,6.272
Clinton St & Madison St,Halsted St & 18th St,2.243
Clinton St & Madison St,Western Ave & 21st St,4.443
Clinton St & Madison St,Prairie Ave & Garfield Blvd,7.663
Clinton St & Madison St,Paulina St & 18th St,3.089
Clinton St & Madison St,Halsted St & Archer Ave,2.701
Clinton St & Madison St,Emerald Ave & 28th St,2.996
Clinton St & Madison St,Normal Ave & Archer Ave,2.351
Clinton St & Madison St,St Clair St & Erie St,1.981
Clinton St & Madison St,Wells St & Ohio St,1.33
Clinton St & Madison St,Leavitt St & North Ave,3.55
Clinton St & Madison St,Damen Ave & Grand Ave,2.85
Clinton St & Madison St,Damen Ave & Madison St,2.073
Clinton St & Madison St,May St & Fulton St,1.459
Clinton St & Madison St,Wells St & 19th St,2.305
Clinton St & Madison St,Damen Ave & Cortland Ave,4.002
Clinton St & Madison St,Hampden Ct & Diversey Pkwy,4.423
Clinton St & Madison St,Milwaukee Ave & Rockwell St,4.329
Clinton St & Madison St,Halsted St & Willow St,2.802
Clinton St & Madison St,Halsted St & Dickens Ave,3.217
Clinton St & Madison St,Racine Ave & Belmont Ave,5.563
Clinton St & Madison St,Southport Ave & Waveland Ave,5.887
Clinton St & Madison St,Damen Ave & Melrose Ave,5.229
Clinton St & Madison St,Southport Ave & Roscoe St,5.586
Clinton St & Madison St,Lincoln Ave & Roscoe St,5.431
Clinton St & Madison St,Sheridan Rd & Montrose Ave,7.31
Clinton St & Madison St,Pine Grove Ave & Addison St,5.314
Clinton St & Madison St,Sangamon St & Washington Blvd,1.035
Clinton St & Madison St,Sedgwick St & Schiller St,2.682
Clinton St & Madison St,Martin Luther King Dr & 29th St,4.686
Clinton St & Madison St,Ravenswood Ave & Montrose Ave,6.83
Clinton St & Madison St,Western Ave & Leland Ave,7.308
Clinton St & Madison St,Sheridan Rd & Irving Park Rd,6.824
Clinton St & Madison St,Morgan St & Polk St,1.507
Clinton St & Madison St,Damen Ave & Leland Ave,7.062
Clinton St & Madison St,Lincoln Ave & Leavitt St,7.007
Clinton St & Madison St,Ravenswood Ave & Irving Park Rd,6.353
Clinton St & Madison St,Shore Drive & 55th St,7.883
Clinton St & Madison St,Woodlawn Ave & 55th St,7.765
Clinton St & Madison St,Montrose Harbor,7.212
Clinton St & Madison St,Greenwood Ave & 47th St,6.911
Clinton St & Madison St,Pine Grove Ave & Irving Park Rd,6.484
Clinton St & Madison St,Indiana Ave & Roosevelt Rd,1.973
Clinton St & Madison St,Lincoln Ave & Waveland Ave,5.791
Clinton St & Madison St,Logan Blvd & Elston Ave,4.842
Clinton St & Madison St,Kedzie Ave & Milwaukee Ave,5.326
Clinton St & Madison St,Hermitage Ave & Polk St,2.364
Clinton St & Madison St,Halsted St & 37th St,4.087
Clinton St & Madison St,Rhodes Ave & 32nd St,4.553
Clinton St & Madison St,Stetson Ave & South Water St,1.724
Clinton St & Madison St,Cottage Grove Ave & Oakwood Blvd,5.619
Clinton St & Madison St,Lake Park Ave & 47th St,6.579
Clinton St & Madison St,Lake Shore Dr & North Blvd,3.138
Clinton St & Madison St,Cottage Grove Ave & 43rd St,6.069
Clinton St & Madison St,Indiana Ave & 31st St,4.44
Clinton St & Madison St,Michigan Ave & 18th St,2.522
Clinton St & Madison St,Racine Ave & 15th St,2.212
Clinton St & Madison St,Wallace Ave & 35th St,4.924
Clinton St & Madison St,Halsted St & 35th St,5.218
Clinton St & Madison St,Morgan St & 31st St,3.584
Clinton St & Madison St,Western Ave & 24th St,4.821
Clinton St & Madison St,Halsted St & Maxwell St,1.491
Clinton St & Madison St,LaSalle St & Jackson Blvd,0.714
Clinton St & Madison St,Michigan Ave & Jackson Blvd,1.51
Clinton St & Madison St,Wood St & Grand Ave,2.484
Clinton St & Madison St,Franklin St & Quincy St,0.612
Clinton St & Madison St,Franklin St & Arcade Pl,0.407
Clinton St & Madison St,Larrabee St & Armitage Ave,3.307
Clinton St & Madison St,Wells St & Concord Ln,2.799
Clinton St & Madison St,Kedzie Ave & Palmer Ct,5.41
Clinton St & Madison St,Wells St & Evergreen Ave,2.74
Clinton St & Madison St,Southport Ave & Clark St,6.717
Clinton St & Madison St,Paulina St & Montrose Ave,6.69
Clinton St & Madison St,Lincoln Ave & Belle Plaine Ave,6.368
Clinton St & Madison St,Halsted St & Roscoe St,5.249
Clinton St & Madison St,Sheffield Ave & Wrightwood Ave,3.958
Clinton St & Madison St,Halsted St & Waveland Ave,5.234
Clinton St & Madison St,Western Ave & Division St,3.603
Clinton St & Madison St,Sheridan Rd & Buena Ave,7.107
Clinton St & Madison St,Southport Ave & Clybourn Ave,4.124
Clinton St & Madison St,Seeley Ave & Roscoe St,5.486
Clinton St & Madison St,Leavitt St & Armitage Ave,4.13
Clinton St & Madison St,Damen Ave & Charleston St,4.178
Clinton St & Madison St,Lincoln Ave & Eastwood Ave,7.419
Clinton St & Madison St,Lakeview Ave & Fullerton Pkwy,3.817
Clinton St & Madison St,Ravenswood Ave & Berteau Ave,6.557
Clinton St & Madison St,Leavitt St & Hirsch St,3.813
Clinton St & Madison St,Damen Ave & Sunnyside Ave,6.811
Clinton St & Madison St,Wood St & Taylor St,2.591
Clinton St & Madison St,Southport Ave & Irving Park Rd,6.328
Clinton St & Madison St,Greenview Ave & Diversey Pkwy,4.689
Clinton St & Madison St,Loomis St & Lexington St,1.727
Clinton St & Madison St,Wabash Ave & 8th St,1.448
Clinton St & Madison St,Kimbark Ave & 53rd St,7.965
Clinton St & Madison St,Sheridan Rd & Lawrence Ave,7.859
Clinton St & Madison St,Stockton Dr & Wrightwood Ave,4.411
Clinton St & Madison St,Sheffield Ave & Webster Ave,3.592
Clinton St & Madison St,Ellis Ave & 58th St,9.327
Clinton St & Madison St,Lake Shore Dr & Diversey Pkwy,4.808
Clinton St & Madison St,Lincoln Ave & Addison St,5.571
Clinton St & Madison St,Halsted St & Blackhawk St,2.433
Clinton St & Madison St,Halsted St & Diversey Pkwy,4.134
Clinton St & Madison St,Lake Shore Dr & Belmont Ave,5.416
Clinton St & Madison St,Cottage Grove Ave & 47th St,7.295
Clinton St & Madison St,Emerald Ave & 31st St,3.374
Clinton St & Madison St,Wolcott Ave & Polk St,2.874
Clinton St & Madison St,Racine Ave & Wrightwood Ave,4.825
Clinton St & Madison St,Wolcott Ave & Lawrence Ave,7.443
Clinton St & Madison St,Lake Park Ave & 56th St,8.376
Clinton St & Madison St,Halsted St & Wrightwood Ave,3.843
Clinton St & Madison St,Cottage Grove Ave & 51st St,7.776
Aberdeen St & Madison St,State St & Harrison St,2.034
Aberdeen St & Madison St,Wilton Ave & Diversey Pkwy,4.113
Aberdeen St & Madison St,Morgan St & 18th St,2.511
Aberdeen St & Madison St,Racine Ave & 18th St,2.687
Aberdeen St & Madison St,Wood St & North Ave,3.235
Aberdeen St & Madison St,Wood St & Division St,2.418
Aberdeen St & Madison St,Loomis St & Taylor St,1.764
Aberdeen St & Madison St,Sheffield Ave & Kingsbury St,3.48
Aberdeen St & Madison St,May St & Taylor St,1.048
Aberdeen St & Madison St,Orleans St & Elm St,2.738
Aberdeen St & Madison St,Fairbanks Ct & Grand Ave,2.946
Aberdeen St & Madison St,Michigan Ave & Pearson St,3.049
Aberdeen St & Madison St,McClurg Ct & Illinois St,3.131
Aberdeen St & Madison St,Larrabee St & North Ave,2.711
Aberdeen St & Madison St,Larrabee St & Menomonee St,2.919
Aberdeen St & Madison St,Noble St & Milwaukee Ave,2.211
Aberdeen St & Madison St,Ashland Ave & Augusta Blvd,1.913
Aberdeen St & Madison St,Franklin St & Chicago Ave,2.04
Aberdeen St & Madison St,Racine Ave & Congress Pkwy,0.619
Aberdeen St & Madison St,State St & Van Buren St,2.037
Aberdeen St & Madison St,Cannon Dr & Fullerton Ave,4.274
Aberdeen St & Madison St,Streeter Dr & Illinois St,2.797
Aberdeen St & Madison St,Franklin St & Jackson Blvd,1.876
Aberdeen St & Madison St,Dearborn St & Adams St,0
Aberdeen St & Madison St,Wabash Ave & Cermak Rd,3.457
Aberdeen St & Madison St,Michigan Ave & Washington St,2.204
Aberdeen St & Madison St,State St & Randolph St,1.832
Aberdeen St & Madison St,Michigan Ave & Congress Pkwy,2.429
Aberdeen St & Madison St,Wells St & Walton St,2.331
Aberdeen St & Madison St,State St & Kinzie St,1.886
Aberdeen St & Madison St,Larrabee St & Kingsbury St,1.74
Aberdeen St & Madison St,Dearborn St & Monroe St,1.627
Aberdeen St & Madison St,Clark St & Congress Pkwy,1.657
Aberdeen St & Madison St,Clark St & Randolph St,1.644
Aberdeen St & Madison St,Michigan Ave & Lake St,2.076
Aberdeen St & Madison St,Wells St & Erie St,2.281
Aberdeen St & Madison St,Ogden Ave & Chicago Ave,1.808
Aberdeen St & Madison St,Halsted St & James M Rochford St,1.65
Aberdeen St & Madison St,Desplaines St & Kinzie St,1.034
Aberdeen St & Madison St,Clinton St & Roosevelt Rd,1.694
Aberdeen St & Madison St,Ashland Ave & Armitage Ave,3.412
Aberdeen St & Madison St,Wabash Ave & Roosevelt Rd,2.493
Aberdeen St & Madison St,Dayton St & North Ave,2.452
Aberdeen St & Madison St,Wood St & Milwaukee Ave,2.891
Aberdeen St & Madison St,McCormick Place,4.55
Aberdeen St & Madison St,Clinton St & Lake St,1.122
Aberdeen St & Madison St,Sheffield Ave & Fullerton Ave,3.676
Aberdeen St & Madison St,Clinton St & Tilden St,1.255
Aberdeen St & Madison St,Damen Ave & Pierce Ave,3.438
Aberdeen St & Madison St,Morgan St & Lake St,0.909
Aberdeen St & Madison St,State St & 16th St,2.918
Aberdeen St & Madison St,Jefferson St & Monroe St,0.718
Aberdeen St & Madison St,Kingsbury St & Erie St,1.65
